Gender,true_emotion,pred_emotion,true_EmoAct,true_EmoVal,pred_EmoAct,pred_EmoVal
Male,angry,angry,0.625,0.375,0.5361597,0.37699318
Female,sad,angry,0.625,0.125,0.6836252,0.32182303
Female,neutral,neutral,0.25,0.5,0.34637284,0.50948596
Female,angry,angry,0.625,0.25,0.64453536,0.31176835
Female,happy,happy,0.625,0.75,0.8272564,0.8088949
Male,angry,neutral,0.5,0.25,0.6190758,0.53769904
Female,angry,angry,0.875,0.125,0.8525068,0.20767656
Female,angry,angry,0.5,0.375,0.6280682,0.37671039
Female,angry,angry,0.625,0.25,0.7677818,0.2990513
Female,angry,contempt,0.75,0.25,0.74401534,0.40833846
Female,happy,neutral,0.5,0.625,0.5119098,0.53264415
Female,angry,angry,0.875,0.125,0.8408813,0.18524054
Female,happy,happy,0.75,0.75,0.75962275,0.7688315
Male,angry,angry,0.875,0.25,0.8463477,0.24361503
Male,neutral,surprise,0.375,0.5,0.4507599,0.5584524
Female,happy,happy,0.5,0.75,0.8139103,0.776024
Female,happy,happy,0.75,0.75,0.8294762,0.7339659
Female,angry,angry,0.875,0.125,0.84725803,0.20317055
Male,happy,happy,0.375,0.5,0.56909925,0.57070833
Male,happy,sad,0.375,0.75,0.43626663,0.37201592
Male,sad,neutral,0.25,0.25,0.43592322,0.44893017
Female,happy,surprise,0.5,0.75,0.6940802,0.5380004
Male,surprise,happy,0.5,0.75,0.443742,0.67266095
Female,happy,happy,0.5,0.75,0.74166346,0.5340148
Female,happy,neutral,0.375,0.75,0.36283734,0.4899557
Female,angry,angry,0.375,0.125,0.73284996,0.43210375
Female,angry,angry,0.5,0.25,0.83159804,0.18279953
Male,angry,happy,0.375,0.5,0.48027858,0.72478795
Female,happy,contempt,0.375,0.75,0.55343556,0.46709326
Female,happy,happy,0.75,0.75,0.80574054,0.60648686
Male,happy,contempt,0.75,0.5,0.60558736,0.37385067
Male,happy,happy,0.75,0.75,0.66816676,0.79145336
Female,angry,surprise,0.875,0.25,0.841199,0.339266
Male,happy,surprise,0.5,0.375,0.51618546,0.5205917
Male,happy,happy,0.75,0.375,0.57437044,0.6135468
Female,angry,sad,0.375,0.125,0.44216526,0.46024355
Female,angry,angry,0.5,0.5,0.83365065,0.21233907
Female,sad,sad,0.25,0.125,0.3605751,0.3210112
Female,angry,angry,0.625,0.125,0.83023703,0.18828471
Male,neutral,happy,0.5,0.625,0.76593673,0.7499866
Male,neutral,neutral,0.5,0.5,0.4638297,0.57673365
Female,happy,angry,0.625,0.375,0.7904617,0.19140904
Female,angry,neutral,0.625,0.25,0.5567892,0.5348849
Male,sad,sad,0.25,0.5,0.20922087,0.6558307
Female,angry,happy,0.5,0.25,0.64685637,0.64070255
Male,surprise,happy,0.625,0.5,0.40884596,0.57369506
Male,happy,happy,0.625,0.5,0.7791625,0.78607094
Female,happy,sad,0.375,0.75,0.5035788,0.46242043
Female,happy,happy,0.75,0.875,0.76016587,0.81372017
Male,neutral,angry,0.5,0.375,0.7586727,0.24145143
Female,happy,happy,0.75,0.625,0.6816579,0.65856665
Male,angry,angry,0.75,0.125,0.85129195,0.20117177
Male,neutral,happy,0.375,0.25,0.58512366,0.6710718
Female,happy,happy,0.625,0.875,0.7182287,0.741241
Female,sad,sad,0.25,0.25,0.2714234,0.43346182
Female,neutral,angry,0.5,0.375,0.53529096,0.4311291
Male,happy,happy,0.625,0.75,0.81741375,0.81602794
Male,happy,happy,0.625,0.5,0.59733534,0.59461427
Male,happy,happy,0.625,0.875,0.6622412,0.7246178
Female,surprise,surprise,0.5,0.375,0.40642205,0.5484385
Male,neutral,sad,0.625,0.625,0.39459705,0.51348877
Female,happy,surprise,0.75,1.0,0.84649944,0.78381985
Male,neutral,neutral,0.375,0.5,0.44822925,0.56579685
Male,angry,angry,0.75,0.25,0.7787843,0.18959065
Female,angry,angry,0.875,0.25,0.8420363,0.1885469
Male,happy,contempt,0.625,0.375,0.50542015,0.434712
Male,neutral,neutral,0.625,0.5,0.55339956,0.50693476
Female,angry,angry,0.625,0.25,0.7400049,0.2900286
Female,happy,happy,0.625,0.875,0.7574326,0.74528766
Female,happy,angry,0.75,0.375,0.84873444,0.20702472
Male,sad,neutral,0.25,0.375,0.42804,0.5367284
Male,happy,neutral,0.5,0.375,0.5701926,0.49284974
Female,angry,happy,0.375,0.25,0.44677886,0.6933383
Male,neutral,happy,0.5,0.41666675,0.75258285,0.71308416
Female,angry,angry,0.75,0.125,0.8458947,0.19300342
Male,angry,contempt,0.625,0.375,0.48919225,0.4082514
Female,neutral,neutral,0.375,0.375,0.5304813,0.5259702
Female,angry,angry,0.75,0.125,0.83698034,0.18850824
Male,neutral,happy,0.5,0.375,0.6267859,0.5717604
Male,happy,neutral,0.5,0.75,0.5436101,0.5313
Male,neutral,neutral,0.5,0.625,0.50708425,0.63663673
Male,angry,angry,0.5,0.125,0.7688868,0.20469782
Female,happy,angry,0.75,0.875,0.87624437,0.39192387
Female,happy,happy,0.625,0.875,0.6949386,0.7442048
Female,sad,sad,0.375,0.25,0.5607081,0.37709236
Male,neutral,neutral,0.375,0.375,0.5534545,0.49019277
Male,happy,contempt,0.5,0.5,0.6907011,0.49827436
Male,happy,neutral,0.5,0.25,0.62144583,0.4539024
Female,happy,surprise,0.625,0.75,0.6445005,0.52995384
Female,happy,contempt,0.5,0.375,0.74709284,0.22768064
Female,happy,neutral,0.5,0.875,0.5446012,0.5266918
Female,angry,angry,0.5,0.33333325,0.61935115,0.21190678
Female,angry,angry,0.875,0.125,0.84993595,0.20019892
Female,sad,sad,0.25,0.375,0.25487125,0.3573351
Male,happy,neutral,0.75,0.75,0.56117034,0.65875405
Male,sad,sad,0.5,0.5,0.31379604,0.3652014
Male,happy,sad,0.375,0.375,0.37805703,0.24226822
Female,happy,angry,0.625,0.375,0.81586176,0.24480198
Female,happy,happy,0.5,0.625,0.7323909,0.5953123
Male,sad,sad,0.125,0.375,0.398471,0.5442952
Male,neutral,neutral,0.5,0.375,0.563727,0.62617934
Male,happy,surprise,0.625,0.75,0.66583204,0.52354586
Female,happy,surprise,0.625,0.75,0.7889958,0.6972506
Female,happy,sad,0.75,0.75,0.4395045,0.43577483
Male,happy,neutral,0.625,0.5,0.5819072,0.5490542
Female,happy,happy,0.5,0.625,0.44042593,0.6503184
Female,happy,happy,0.875,0.875,0.7487088,0.8052499
Male,angry,contempt,0.625,0.375,0.6778984,0.34458897
Male,neutral,neutral,0.375,0.25,0.39846098,0.49641275
Male,neutral,neutral,0.375,0.5,0.33121777,0.46382186
Female,angry,angry,0.75,0.125,0.8448575,0.20558633
Female,angry,angry,0.875,0.125,0.8597032,0.23831776
Female,happy,neutral,0.375,0.75,0.41436332,0.5463348
Female,happy,surprise,0.625,0.25,0.74303484,0.49484053
Female,neutral,neutral,0.5,0.625,0.41104782,0.54975253
Female,angry,angry,0.875,0.125,0.82695,0.18028429
Female,happy,angry,0.625,0.875,0.6106246,0.4505666
Female,neutral,happy,0.375,0.625,0.6413745,0.6827391
Female,happy,happy,0.75,0.875,0.7725912,0.75725317
Male,happy,neutral,0.5,0.375,0.54539764,0.5870414
Female,angry,angry,0.5,0.33333325,0.5156076,0.3691108
Male,neutral,sad,0.625,0.5,0.4076536,0.51834714
Male,happy,neutral,0.5,0.75,0.48408163,0.56197256
Male,sad,sad,0.5,0.25,0.40442654,0.26105034
Male,happy,happy,0.625,0.75,0.6935681,0.7052168
Male,neutral,neutral,0.5,0.5,0.5082017,0.5166512
Female,happy,sad,0.5,0.375,0.32670113,0.45750326
Female,angry,angry,0.375,0.375,0.43352535,0.4167067
Male,happy,neutral,0.5,0.375,0.58915675,0.49916705
Female,happy,happy,1.0,1.0,0.85156476,0.7787836
Male,angry,contempt,0.625,0.125,0.70886075,0.29592237
Female,neutral,neutral,0.375,0.375,0.40247682,0.49490663
Male,happy,sad,0.625,0.75,0.5519219,0.34698763
Female,angry,angry,0.875,0.0,0.8419996,0.1945939
Male,neutral,neutral,0.5,0.75,0.5997257,0.669799
Male,happy,neutral,0.625,0.25,0.5362334,0.49728617
Female,surprise,happy,0.75,0.875,0.5938317,0.7492781
Male,angry,happy,0.5,0.375,0.69433004,0.67243916
Male,angry,angry,0.875,0.125,0.8447427,0.21085984
Female,angry,angry,0.625,0.125,0.8347446,0.19268565
Male,happy,happy,0.375,0.625,0.48352134,0.7907664
Male,happy,happy,0.375,0.625,0.6136759,0.5370507
Male,angry,angry,0.5,0.25,0.6850201,0.3111978
Male,surprise,surprise,0.5,0.75,0.609435,0.5685201
Female,happy,happy,0.75,0.875,0.70888984,0.8107572
Male,neutral,surprise,0.125,0.375,0.3700531,0.5262004
Male,neutral,neutral,0.5,0.625,0.45594633,0.54618
Female,happy,happy,0.625,0.875,0.821404,0.81901973
Male,neutral,neutral,0.375,0.625,0.43369776,0.54229474
Male,happy,neutral,0.5,0.375,0.4807264,0.4809095
Male,happy,angry,0.5,0.625,0.48387265,0.4133242
Female,neutral,sad,0.25,0.375,0.40476063,0.4667336
Male,neutral,contempt,0.375,0.625,0.51395655,0.5501001
Male,neutral,happy,0.5,0.375,0.54488945,0.49468365
Female,angry,angry,0.75,0.125,0.8456778,0.1920649
Female,happy,happy,0.75,0.875,0.6288481,0.7832944
Male,happy,sad,0.375,0.5,0.6761279,0.47806308
Male,happy,neutral,0.625,0.375,0.4949272,0.5198053
Male,neutral,neutral,0.375,0.375,0.45586494,0.5081059
Female,sad,neutral,0.5,0.75,0.4449989,0.58892095
Male,happy,happy,0.75,0.875,0.69840854,0.6851432
Female,happy,sad,0.5,0.375,0.3407414,0.24957967
Female,happy,happy,0.75,0.875,0.58375967,0.50394917
Female,angry,sad,0.625,0.375,0.6897007,0.30327353
Female,sad,sad,0.375,0.5,0.3314699,0.4503429
Male,happy,happy,0.75,0.875,0.7011042,0.61856097
Female,angry,angry,0.5,0.375,0.776599,0.17763703
Male,happy,happy,0.375,0.5,0.4809285,0.6242236
Female,happy,happy,0.75,0.875,0.6361532,0.771999
Male,happy,happy,0.375,0.375,0.5305357,0.62115824
Male,happy,happy,0.375,0.375,0.48448506,0.51379955
Male,neutral,happy,0.5,0.5,0.49953967,0.5580126
Female,happy,surprise,0.5,0.625,0.74601483,0.41092202
Male,happy,neutral,0.5,0.625,0.4044416,0.49610066
Male,angry,angry,0.75,0.375,0.54253024,0.42199996
Male,happy,happy,0.75,0.75,0.76935625,0.74109834
Female,happy,happy,0.75,0.875,0.8331271,0.8095105
Male,neutral,happy,0.375,0.75,0.5679542,0.7685858
Male,happy,sad,0.375,0.375,0.40289432,0.53517586
Male,sad,sad,0.5,0.75,0.42312077,0.5399112
Female,happy,happy,0.75,0.875,0.6282294,0.7940218
Male,neutral,happy,0.25,0.375,0.4353474,0.6945906
Male,neutral,happy,0.375,0.5,0.4805701,0.6296655
Female,neutral,sad,0.5,0.5,0.40621156,0.30144438
Female,angry,angry,0.875,0.125,0.8603256,0.2366097
Female,happy,happy,0.75,0.75,0.5948365,0.77057296
Male,neutral,neutral,0.5,0.5,0.50852424,0.57291776
Female,happy,surprise,0.75,0.625,0.7862167,0.6539675
Female,angry,neutral,0.41666675,0.41666675,0.53945416,0.49187583
Female,angry,angry,0.375,0.25,0.7320193,0.20071821
Male,angry,angry,0.625,0.25,0.7941631,0.17724608
Female,sad,neutral,0.5,0.125,0.46051902,0.5308142
Female,neutral,neutral,0.25,0.5,0.57208043,0.5011398
Male,angry,happy,0.5,0.25,0.5592881,0.5722319
Female,happy,happy,0.375,0.75,0.5208548,0.66220623
Female,happy,surprise,0.625,0.875,0.8425481,0.40170917
Male,angry,surprise,0.75,0.125,0.79638845,0.3997518
Female,angry,angry,0.75,0.125,0.85055274,0.22429068
Male,neutral,neutral,0.375,0.375,0.31799144,0.3959867
Male,sad,neutral,0.5,0.375,0.43557462,0.558769
Male,happy,happy,0.5,0.5,0.54669136,0.72469664
Female,neutral,sad,0.25,0.5,0.3802788,0.48620242
Male,neutral,happy,0.5,0.625,0.7008163,0.76271826
Female,sad,neutral,0.375,0.5,0.39960504,0.5462986
Male,happy,neutral,0.625,0.75,0.5595515,0.5194194
Male,happy,surprise,0.375,0.75,0.5892746,0.55736023
Female,happy,sad,0.5,0.375,0.40666234,0.26774296
Male,angry,angry,0.5,0.5,0.8006845,0.23300093
Male,happy,happy,0.375,0.75,0.5111885,0.6720333
Female,neutral,angry,0.25,0.625,0.6946344,0.379643
Female,happy,happy,0.875,0.875,0.83549374,0.80594087
Male,happy,happy,0.375,0.625,0.44374102,0.69593084
Male,happy,neutral,0.5,0.75,0.5049749,0.48956087
Male,happy,happy,0.5,0.375,0.6824679,0.53744805
Female,sad,sad,0.25,0.5,0.22849393,0.33965403
Female,happy,happy,0.625,0.875,0.8532221,0.66982573
Male,happy,neutral,0.5,0.5,0.4863934,0.53861606
Male,angry,angry,0.5,0.375,0.5169458,0.40962
Female,happy,happy,0.625,0.75,0.70861113,0.7188469
Female,happy,happy,0.75,0.75,0.7680608,0.5791136
Female,angry,contempt,0.625,0.25,0.7082323,0.3959759
Female,angry,angry,0.5,0.375,0.5802679,0.24277738
Male,neutral,sad,0.5,0.5,0.29973552,0.26446807
Female,happy,happy,0.5,0.625,0.66345894,0.62793934
Male,happy,happy,0.625,0.75,0.71026874,0.75845015
Female,happy,surprise,0.625,0.625,0.68659043,0.5042552
Female,happy,happy,0.5,0.75,0.8072049,0.61695063
Female,happy,happy,0.375,0.5,0.5593833,0.53406745
Male,sad,sad,0.375,0.25,0.2917037,0.22110936
Male,happy,sad,0.5,0.625,0.4424989,0.36721352
Female,happy,neutral,0.625,0.375,0.49432698,0.5971664
Male,happy,happy,0.5,0.75,0.6194975,0.79751444
Male,happy,neutral,0.375,0.25,0.46220478,0.44052508
Male,happy,happy,1.0,1.0,0.8011627,0.8117874
Female,angry,angry,0.625,0.375,0.6547073,0.21481849
Male,happy,happy,0.375,0.5,0.47137573,0.69570136
Male,angry,happy,0.75,0.25,0.5577237,0.5513122
Female,happy,surprise,0.625,0.625,0.7268083,0.46520165
Male,happy,surprise,0.75,0.875,0.69340146,0.5405106
Male,happy,neutral,0.5,0.625,0.50796425,0.51694465
Male,happy,neutral,0.625,0.625,0.5924909,0.4808174
Female,angry,angry,0.875,0.0,0.8495741,0.19822805
Male,angry,angry,0.875,0.125,0.8756172,0.40804827
Male,neutral,neutral,0.5,0.5,0.5045066,0.51185143
Male,happy,neutral,0.5,0.625,0.6213642,0.6795051
Male,neutral,happy,0.25,0.375,0.4186707,0.7229326
Female,surprise,happy,0.58333325,0.41666675,0.50276023,0.5578822
Male,neutral,neutral,0.25,0.5,0.3877602,0.551799
Male,angry,angry,0.75,0.25,0.86617494,0.28713483
Male,angry,angry,0.5,0.125,0.7809646,0.19091198
Female,happy,happy,0.875,1.0,0.800729,0.76987195
Female,happy,angry,0.625,0.5,0.8212878,0.21665432
Male,neutral,neutral,0.5,0.5,0.4736796,0.5599501
Male,neutral,neutral,0.5,0.625,0.48024794,0.60932004
Male,happy,happy,0.625,0.625,0.40436462,0.60550016
Male,neutral,neutral,0.625,0.375,0.65506655,0.4739959
Male,happy,contempt,0.625,0.625,0.6139249,0.4319004
Female,happy,angry,0.625,0.5,0.7183486,0.21286589
Male,neutral,contempt,0.5,0.625,0.5631922,0.46283212
Female,sad,sad,0.375,0.125,0.3869961,0.5534007
Female,sad,sad,0.5,0.25,0.44530526,0.43169338
Female,neutral,happy,0.66666675,0.91666675,0.3929739,0.6819861
Male,happy,neutral,0.5,0.75,0.5549912,0.5305077
Male,happy,contempt,0.75,0.875,0.66404617,0.42545
Female,sad,sad,0.5,0.125,0.39233768,0.22104886
Female,surprise,surprise,0.875,1.0,0.5144923,0.6115323
Female,happy,angry,0.75,0.75,0.8644759,0.26732266
Female,angry,angry,0.625,0.25,0.80428994,0.18122852
Male,happy,happy,0.625,0.5,0.6061346,0.6941535
Female,angry,angry,0.625,0.125,0.81941175,0.19175105
Male,happy,neutral,0.5,0.625,0.56759965,0.43795657
Male,sad,sad,0.625,0.25,0.43910897,0.253143
Female,angry,happy,0.5,0.25,0.5601178,0.43474331
Female,happy,angry,0.25,0.375,0.45599976,0.5385592
Female,happy,sad,0.625,0.625,0.380434,0.45984578
Female,neutral,angry,0.375,0.5,0.7766341,0.24255888
Male,neutral,happy,0.25,0.375,0.35067686,0.65262526
Female,happy,angry,0.375,0.625,0.5207885,0.5068486
Male,sad,sad,0.25,0.375,0.34599048,0.27051938
Female,happy,happy,0.625,0.75,0.4806842,0.61280274
Male,happy,angry,0.625,0.25,0.80799013,0.2992515
Female,happy,happy,0.625,0.625,0.8533218,0.743506
Female,happy,sad,0.375,0.5,0.4030878,0.3439464
Female,happy,happy,0.625,1.0,0.79969347,0.5143416
Female,happy,happy,0.625,0.875,0.53341013,0.7256027
Female,happy,sad,0.5,0.75,0.3365562,0.28751072
Male,angry,surprise,0.625,0.25,0.82278156,0.6130156
Male,happy,sad,0.375,0.5,0.51656854,0.2476899
Female,happy,happy,0.625,0.25,0.5051525,0.5342708
Female,angry,angry,0.625,0.25,0.7376048,0.18387607
Male,happy,happy,0.5,0.625,0.5062976,0.6768122
Male,neutral,neutral,0.5,0.5,0.47152802,0.52079004
Male,sad,sad,0.5,0.25,0.40685254,0.24353528
Female,happy,happy,0.625,0.75,0.5733179,0.5871051
Male,sad,sad,0.25,0.125,0.38798285,0.40503892
Male,happy,neutral,0.5,0.625,0.6383218,0.37653926
Female,sad,sad,0.25,0.25,0.31492624,0.4188943
Female,sad,sad,0.625,0.125,0.4185729,0.24843143
Female,angry,angry,0.625,0.375,0.7720178,0.2602034
Male,sad,neutral,0.25,0.375,0.35076284,0.54114276
Male,neutral,happy,0.375,0.5,0.4868844,0.7005291
Female,happy,angry,0.5,0.75,0.7281025,0.49528942
Female,angry,angry,0.875,0.125,0.8541794,0.21007177
Female,sad,sad,0.125,0.125,0.20544434,0.33860776
Male,happy,contempt,0.5,0.75,0.5956203,0.53109765
Female,angry,angry,0.875,0.25,0.81548035,0.19945246
Female,angry,angry,0.625,0.25,0.85702276,0.2446746
Male,angry,neutral,0.875,0.25,0.814939,0.3907261
Female,neutral,angry,0.375,0.625,0.72200686,0.36381036
Male,sad,neutral,0.375,0.25,0.45552972,0.5125628
Female,angry,angry,1.0,0.0,0.85633814,0.21629159
Female,neutral,angry,0.5,0.5,0.8460659,0.19535844
Female,happy,surprise,0.75,0.75,0.7628529,0.6299935
Female,angry,angry,0.875,0.125,0.8413436,0.18550986
Female,angry,angry,0.5,0.25,0.665342,0.27971172
Female,happy,sad,0.75,0.75,0.8177512,0.48695374
Female,happy,happy,0.75,0.625,0.84673375,0.7771916
Female,happy,happy,0.5,0.875,0.8108726,0.8118219
Female,angry,angry,0.75,0.25,0.84140134,0.19447777
Female,happy,happy,0.625,0.75,0.6863391,0.7353803
Male,angry,angry,0.5,0.375,0.68267655,0.333231
Female,neutral,happy,0.33333325,0.58333325,0.676025,0.6277016
Female,angry,angry,0.875,0.0,0.8372855,0.19080733
Female,sad,sad,0.25,0.125,0.39689776,0.22940062
Female,happy,neutral,0.625,0.625,0.67005235,0.6553467
Male,angry,neutral,0.625,0.5,0.50390464,0.48218495
Female,happy,neutral,0.5,0.625,0.6261709,0.46741962
Female,happy,happy,0.5,0.875,0.5978556,0.7714644
Female,angry,angry,0.83333325,0.16666675,0.83961207,0.1871198
Male,happy,happy,0.5,0.5,0.7090896,0.4788613
Female,neutral,neutral,0.5,0.5,0.5813863,0.5428611
Male,sad,sad,0.25,0.25,0.42425057,0.49101853
Female,sad,sad,0.75,0.75,0.48459238,0.33892718
Male,neutral,contempt,0.41666675,0.5,0.58365756,0.48918426
Male,sad,sad,0.375,0.25,0.5495158,0.30135372
Male,happy,happy,0.625,0.875,0.7351099,0.7883669
Female,happy,angry,0.5,0.625,0.8018198,0.38062388
Female,angry,angry,0.5,0.375,0.61904883,0.33718395
Female,neutral,neutral,0.375,0.5,0.3090201,0.6238079
Female,angry,angry,0.625,0.5,0.8142376,0.18768148
Male,neutral,happy,0.33333325,0.41666675,0.5409427,0.7243609
Male,angry,sad,0.625,0.125,0.60793555,0.4026374
Female,angry,happy,0.75,0.125,0.76932675,0.7276986
Female,sad,sad,0.375,0.25,0.52676857,0.25535405
Male,surprise,happy,0.625,1.0,0.5534826,0.52975196
Male,happy,neutral,0.625,0.625,0.43065402,0.5685487
Female,happy,angry,0.875,0.875,0.8563591,0.2413747
Female,angry,neutral,0.5,0.25,0.47375542,0.60030293
Female,angry,contempt,0.875,0.25,0.5114769,0.44756296
Female,angry,angry,0.875,0.125,0.7933226,0.39960423
Male,happy,happy,0.375,0.75,0.5821325,0.7017074
Female,happy,angry,0.75,0.5,0.8382117,0.19138442
Female,neutral,sad,0.25,0.5,0.2486598,0.48022717
Male,happy,angry,0.375,0.5,0.5212951,0.39783403
Female,angry,angry,0.5,0.375,0.7322459,0.26904085
Male,sad,sad,0.25,0.375,0.41042843,0.41393664
Female,sad,sad,0.625,0.25,0.34423223,0.23478556
Male,happy,neutral,0.375,0.625,0.48071328,0.5083775
Female,sad,sad,0.375,0.125,0.47148615,0.30723798
Female,angry,angry,0.625,0.125,0.80639476,0.24959885
Female,sad,sad,0.0,0.125,0.26232266,0.3678141
Male,happy,neutral,0.625,0.75,0.4107665,0.5046524
Male,sad,sad,0.375,0.375,0.3487709,0.30523497
Male,sad,sad,0.375,0.5,0.37796187,0.2939748
Female,happy,happy,0.875,0.875,0.7696281,0.82573587
Male,angry,angry,0.625,0.25,0.70800734,0.2719416
Male,angry,happy,0.25,0.375,0.38762468,0.5616652
Female,happy,angry,0.75,0.875,0.8529979,0.22863373
Female,angry,angry,0.875,0.125,0.8512538,0.20180722
Female,neutral,neutral,0.5,0.375,0.5628349,0.47995096
Male,happy,contempt,0.625,0.5,0.72562563,0.44316587
Female,sad,sad,0.625,0.75,0.49154127,0.47121224
Female,angry,angry,0.625,0.375,0.553508,0.2620381
Male,happy,happy,0.5,0.75,0.5159249,0.6223042
Male,angry,surprise,0.75,0.25,0.82932013,0.40323332
Male,sad,sad,0.375,0.375,0.29863548,0.3913922
Male,happy,happy,0.5,0.25,0.70137763,0.74243295
Male,angry,happy,0.75,0.125,0.80208457,0.6596173
Male,angry,happy,0.625,0.375,0.56945837,0.33100322
Male,sad,sad,0.25,0.25,0.56477964,0.20959146
Male,happy,neutral,0.5,0.625,0.35144138,0.6257083
Male,happy,neutral,0.5,0.5,0.40797582,0.5452226
Female,happy,surprise,0.625,0.25,0.70889574,0.37944177
Female,happy,sad,0.375,0.375,0.29667053,0.42197114
Male,neutral,happy,0.5,0.625,0.55672747,0.61320317
Male,happy,neutral,0.5,0.875,0.49422118,0.50577796
Male,sad,neutral,0.5,0.5,0.38993606,0.43545163
Female,happy,happy,0.625,0.875,0.85590684,0.60379076
Female,neutral,neutral,0.25,0.5,0.49353138,0.44860777
Male,happy,sad,0.625,0.75,0.6020378,0.29660738
Female,angry,neutral,0.25,0.375,0.43438548,0.5274989
Female,happy,happy,0.75,1.0,0.83297706,0.7410034
Female,surprise,angry,0.875,1.0,0.86335754,0.2773332
Female,angry,angry,0.75,0.125,0.8443403,0.18912199
Male,happy,happy,0.625,0.375,0.6837659,0.43909657
Male,neutral,happy,0.25,0.5,0.38611254,0.6967453
Female,happy,happy,0.5,0.75,0.8566549,0.73170316
Male,happy,angry,0.5,0.625,0.7689483,0.2953094
Female,angry,angry,0.75,0.25,0.7646433,0.30771732
Female,happy,surprise,0.75,0.75,0.7636905,0.4711784
Female,sad,sad,0.375,0.375,0.34204185,0.27980125
Male,angry,neutral,0.375,0.5,0.45351917,0.46389
Female,happy,angry,0.875,0.875,0.8064949,0.46470082
Male,happy,happy,0.625,0.5,0.63181233,0.5020428
Female,angry,sad,0.875,0.125,0.72391427,0.405345
Male,happy,neutral,0.5,0.625,0.4713185,0.58714664
Female,happy,neutral,0.375,0.625,0.56274873,0.5915857
Female,happy,angry,0.5,0.625,0.7952292,0.598292
Female,happy,happy,0.875,0.875,0.8652987,0.6181823
Male,happy,happy,0.375,0.625,0.54995704,0.5818406
Female,angry,angry,0.625,0.25,0.82270455,0.19687492
Male,happy,happy,0.375,0.375,0.55853844,0.7912027
Female,angry,angry,0.75,0.125,0.83167815,0.17969628
Female,angry,angry,0.66666675,0.25,0.8118694,0.17845891
Female,happy,happy,0.625,0.75,0.5938231,0.7194628
Male,neutral,neutral,0.625,0.375,0.45490488,0.5326613
Female,angry,happy,0.75,0.25,0.8423062,0.80435246
Male,angry,happy,0.75,0.125,0.76542246,0.8022794
Male,happy,happy,0.75,0.25,0.79053956,0.5759467
Male,angry,happy,0.5,0.375,0.5117368,0.42544103
Male,sad,sad,0.25,0.375,0.2848133,0.2861008
Male,angry,happy,0.5,0.375,0.5618739,0.5903815
Male,angry,angry,0.625,0.25,0.6745219,0.34453964
Male,happy,happy,0.625,0.875,0.5300063,0.62209874
Male,happy,sad,0.375,0.625,0.29794392,0.5207216
Female,neutral,neutral,0.5,0.25,0.48609513,0.45119905
Male,neutral,sad,0.5,0.375,0.30476338,0.3740158
Male,angry,surprise,0.375,0.375,0.5906012,0.4306312
Male,happy,happy,0.5,0.625,0.44058588,0.7726569
Female,neutral,happy,0.75,0.625,0.43714884,0.6614231
Male,angry,neutral,0.625,0.5,0.5943458,0.5764479
Female,angry,angry,0.625,0.25,0.8195902,0.21713609
Female,angry,angry,0.33333325,0.33333325,0.47156695,0.32455626
Female,happy,neutral,0.5,0.75,0.5521235,0.55172473
Male,sad,sad,0.5,0.25,0.41796932,0.27306703
Male,neutral,neutral,0.5,0.625,0.43446776,0.45812845
