Gender,true_emotion,pred_emotion,true_EmoAct,true_EmoVal,pred_EmoAct,pred_EmoVal
Female,happy,surprise,0.56666666,0.5,0.73193556,0.57756245
Female,neutral,happy,0.7,0.7,0.7151007,0.6585994
Female,angry,surprise,0.8333333,0.16666667,0.79230756,0.64999115
Female,happy,neutral,0.6212122,0.6666667,0.5147688,0.37094375
Male,happy,surprise,0.5,0.5,0.6851292,0.62174284
Female,happy,neutral,0.43333334,0.46666667,0.5639793,0.5616869
Female,happy,happy,0.9090908,0.9090908,0.84508884,0.8261893
Female,neutral,sad,0.2,0.46666667,0.31983098,0.42713758
Male,neutral,happy,0.56666666,0.6,0.5236771,0.6861034
Male,neutral,happy,0.3,0.43333334,0.59419954,0.651341
Male,contempt,angry,0.76315784,0.32456133,0.86451495,0.18157515
Female,neutral,neutral,0.3,0.6,0.32056326,0.5080283
Male,happy,neutral,0.43333334,0.6666667,0.4987086,0.51842034
Male,contempt,surprise,0.46666667,0.36666667,0.70961154,0.59192824
Male,neutral,neutral,0.23333333,0.6,0.2731658,0.4922416
Female,neutral,neutral,0.36666667,0.46666667,0.2836016,0.55494064
Male,neutral,angry,0.6333333,0.4,0.7041657,0.3147411
Male,neutral,neutral,0.6,0.36666667,0.3938216,0.49358934
Male,angry,happy,0.76666665,0.53333336,0.8623616,0.7131606
Female,neutral,neutral,0.43333334,0.5,0.49801603,0.5915856
Female,neutral,neutral,0.53333336,0.56666666,0.4017531,0.54321164
Female,happy,happy,0.7878788,0.7575758,0.807741,0.81916195
Female,neutral,neutral,0.46666667,0.56666666,0.36094838,0.47617254
Male,neutral,neutral,0.36666667,0.53333336,0.46862286,0.45437616
Female,happy,happy,0.56666666,0.8,0.580519,0.6620096
Male,happy,happy,0.6,0.6333333,0.6692576,0.704749
Female,neutral,neutral,0.46666667,0.6,0.4487239,0.5119768
Female,happy,happy,0.6333333,0.6333333,0.64947826,0.5112359
Female,happy,happy,0.56666666,0.56666666,0.67790955,0.64554995
Male,neutral,happy,0.53333336,0.5,0.5534524,0.67597884
Female,neutral,happy,0.53333336,0.6666667,0.6623869,0.7658293
Female,happy,happy,0.5,0.6666667,0.6609609,0.6650442
Male,neutral,neutral,0.3,0.46666667,0.4310628,0.5334747
Female,neutral,neutral,0.5,0.63888884,0.52705693,0.6037655
Male,neutral,neutral,0.27777782,0.5833333,0.68152195,0.6234121
Female,happy,happy,0.4,0.5,0.54902065,0.6778229
Male,happy,happy,0.6,0.73333335,0.61058044,0.7709487
Female,happy,happy,0.53333336,0.6333333,0.37007102,0.6359949
Male,happy,neutral,0.23333333,0.8,0.2685737,0.4745755
Female,surprise,happy,0.5,0.27272734,0.58413416,0.6279842
Male,happy,surprise,0.7820513,0.75641036,0.80006206,0.6415281
Female,surprise,surprise,0.7,0.4,0.69358045,0.6467314
Male,neutral,happy,0.38333333,0.6166667,0.56410235,0.63626844
Male,happy,neutral,0.65,0.68333334,0.67881,0.65127325
Male,neutral,surprise,0.39583334,0.4375,0.59110045,0.58822626
Male,neutral,happy,0.4444445,0.5555555,0.7116211,0.78889
Male,neutral,happy,0.53333336,0.6,0.6093159,0.66828364
Female,angry,neutral,0.8,0.4,0.68965626,0.6452636
Female,contempt,neutral,0.6333333,0.53333336,0.6769591,0.62412757
Male,neutral,neutral,0.46666667,0.5,0.39867157,0.42200693
Male,neutral,surprise,0.6333333,0.5,0.84989583,0.6844652
Male,neutral,surprise,0.3,0.53333336,0.5297657,0.58652216
Female,happy,neutral,0.6,0.6333333,0.62782973,0.5581876
Male,neutral,neutral,0.16666667,0.33333334,0.35577676,0.5377011
Male,happy,neutral,0.5,0.5,0.4482286,0.42272013
Female,neutral,neutral,0.56666666,0.6,0.65975386,0.51285213
Female,neutral,angry,0.76666665,0.6666667,0.72784656,0.4751413
Female,happy,neutral,0.7,0.6666667,0.68727183,0.57553184
Female,happy,happy,0.6875,0.6458333,0.79538786,0.74866426
Female,happy,happy,0.56666666,0.6333333,0.7562481,0.77701616
Female,surprise,contempt,0.6,0.46666667,0.7867407,0.42945132
Female,neutral,happy,0.6333333,0.56666666,0.7959237,0.80001944
Female,neutral,surprise,0.7142857,0.6666667,0.73232967,0.5726352
Female,surprise,happy,0.73333335,0.6666667,0.7093451,0.6392539
Male,surprise,neutral,0.59523815,0.452381,0.39862284,0.47626102
Female,neutral,happy,0.6333333,0.43333334,0.77142835,0.7343005
Male,happy,neutral,0.6333333,0.6,0.41280407,0.6209019
Female,happy,happy,0.6666667,0.76666665,0.7534718,0.7444826
Female,happy,happy,0.73333335,0.7,0.83126616,0.78284276
Female,happy,happy,0.7142857,0.7142857,0.7879631,0.7256482
Male,sad,neutral,0.33333334,0.3,0.18665375,0.46042913
Female,happy,angry,0.8055555,0.5833333,0.85145295,0.20974398
Male,neutral,neutral,0.3,0.5,0.35351002,0.41133153
Male,neutral,contempt,0.6,0.46666667,0.629396,0.4552619
Female,happy,neutral,0.23333333,0.8666667,0.18961154,0.47517133
Male,sad,sad,0.18333334,0.51666665,0.20827165,0.38284343
Female,neutral,sad,0.36666667,0.36666667,0.3942432,0.35596135
Male,angry,angry,1.0,0.0,0.8114973,0.30377227
Male,neutral,sad,0.33333334,0.6,0.19221812,0.39802358
Male,neutral,neutral,0.13333334,0.4,0.20707324,0.38699916
Male,contempt,contempt,0.6851852,0.38888884,0.6844847,0.40187147
Male,sad,sad,0.16666667,0.43333334,0.19160138,0.36764026
Male,neutral,happy,0.46666667,0.6666667,0.4980973,0.7271949
Male,angry,angry,0.6666667,0.16666667,0.74171865,0.22830518
Female,neutral,neutral,0.33333334,0.53333336,0.2822812,0.4397103
Male,surprise,happy,0.73333335,0.6333333,0.8508134,0.7391474
Male,neutral,contempt,0.6333333,0.5,0.6253822,0.49828097
Female,contempt,contempt,0.6333333,0.56666666,0.53875595,0.48381758
Male,neutral,neutral,0.6,0.73333335,0.5121798,0.5116586
Male,angry,angry,0.73333335,0.43333334,0.7773948,0.3566157
Male,neutral,neutral,0.36666667,0.53333336,0.4512148,0.55721515
Female,neutral,surprise,0.46666667,0.56666666,0.6437421,0.5014156
Male,neutral,angry,0.6333333,0.5,0.7611603,0.27619293
Male,neutral,contempt,0.36666667,0.46666667,0.39075205,0.4684941
Male,neutral,surprise,0.16666667,0.43333334,0.67454875,0.6354948
Male,angry,angry,0.93333334,0.46666667,0.8669325,0.25470772
Female,happy,happy,0.7,0.76666665,0.76050586,0.83072245
Female,neutral,neutral,0.6333333,0.56666666,0.48223683,0.51242924
Male,neutral,contempt,0.56666666,0.56666666,0.5239667,0.5032053
Female,neutral,surprise,0.38888884,0.52777785,0.59369564,0.5524024
Female,neutral,sad,0.3,0.43333334,0.43801355,0.33342007
Female,happy,neutral,0.6333333,0.6333333,0.5388461,0.5949205
Female,neutral,sad,0.3,0.43333334,0.3623129,0.37979448
Female,sad,sad,0.39743584,0.21794866,0.45512038,0.2892082
Male,neutral,sad,0.43333334,0.46666667,0.37449512,0.32023495
Male,neutral,neutral,0.41666666,0.53125,0.5309762,0.50468045
Female,angry,surprise,0.72222215,0.26388884,0.69261247,0.4752214
Male,happy,contempt,0.43333334,0.73333335,0.50352645,0.46101373
Male,neutral,contempt,0.5,0.5,0.6696349,0.42195708
Male,neutral,neutral,0.43333334,0.53333336,0.42234924,0.50027525
Male,neutral,happy,0.26666668,0.53333336,0.69681746,0.741834
Female,happy,neutral,0.53333336,0.7,0.54056877,0.5332286
Female,neutral,sad,0.53333336,0.46666667,0.4202781,0.45964003
Male,neutral,neutral,0.46666667,0.53333336,0.35320103,0.5226872
Male,neutral,contempt,0.13333334,0.46666667,0.30637732,0.4000093
Male,contempt,sad,0.254902,0.4411765,0.42039916,0.47416782
Male,neutral,neutral,0.5,0.5,0.56752264,0.59332615
Male,neutral,contempt,0.3,0.5,0.45544192,0.5233654
Female,neutral,happy,0.6,0.5,0.83511764,0.6860632
Female,neutral,angry,0.6666667,0.5833333,0.80465007,0.31911972
Female,neutral,neutral,0.4375,0.39583334,0.5884943,0.53325504
Female,happy,surprise,0.6,0.53333336,0.69446397,0.62549317
Female,happy,surprise,0.46666667,0.6666667,0.6914299,0.56996
Female,happy,happy,0.7,0.73333335,0.79697484,0.74461657
Female,happy,surprise,0.6,0.7,0.67777985,0.51936746
Female,angry,neutral,0.5,0.56666666,0.54226667,0.6350253
Female,happy,happy,0.7,0.6666667,0.8297013,0.8110538
Male,neutral,neutral,0.5555555,0.5555555,0.3850153,0.5299331
Female,happy,neutral,0.6666667,0.6,0.6487567,0.5376164
Female,happy,happy,0.76666665,0.76666665,0.79915637,0.7812161
Female,happy,happy,0.7,0.76666665,0.8264139,0.7853427
Female,happy,happy,0.6851852,0.6296297,0.7525857,0.675
Female,happy,happy,0.3,0.6,0.67678195,0.77578205
Male,happy,happy,0.7272727,0.7424242,0.8292808,0.7985558
Male,contempt,contempt,0.6282052,0.35897434,0.6154143,0.37873167
Female,happy,contempt,0.6666667,0.625,0.57328445,0.24839464
Male,neutral,surprise,0.26666668,0.46666667,0.3399438,0.6201723
Male,neutral,neutral,0.16666667,0.53333336,0.19959769,0.468746
Female,contempt,surprise,0.5641025,0.30769232,0.64503574,0.5715078
Male,angry,angry,0.7416667,0.38333333,0.7622123,0.20898908
Male,angry,angry,0.76666665,0.36666667,0.74805516,0.22552165
Female,neutral,neutral,0.3,0.6333333,0.25520813,0.47575557
Male,sad,neutral,0.28787884,0.36363634,0.296915,0.493825
Male,happy,neutral,0.6333333,0.73333335,0.5215017,0.6280137
Female,happy,surprise,0.6481482,0.6296297,0.7035019,0.61135614
Male,neutral,neutral,0.1,0.46666667,0.23580499,0.49925688
Male,happy,surprise,0.75,0.70370364,0.73189354,0.5795284
Male,neutral,contempt,0.43333334,0.53333336,0.4315212,0.47382087
Male,neutral,neutral,0.25,0.5555555,0.18723197,0.4760944
Male,neutral,neutral,0.3,0.43333334,0.25853395,0.49988297
Female,neutral,neutral,0.6333333,0.56666666,0.5402518,0.5658153
Female,neutral,neutral,0.43333334,0.53333336,0.55715287,0.54628795
Female,neutral,happy,0.56666666,0.53333336,0.559065,0.5569442
Male,contempt,happy,0.5,0.46666667,0.7616946,0.6722076
Male,happy,surprise,0.6,0.6,0.78247184,0.6544723
Male,neutral,neutral,0.6,0.53333336,0.75912064,0.4755721
Female,contempt,sad,0.6,0.53333336,0.31649995,0.30923054
Female,neutral,neutral,0.53333336,0.56666666,0.50628835,0.5701854
Male,neutral,sad,0.46666667,0.53333336,0.3287698,0.3815894
Female,happy,neutral,0.7,0.7,0.45770562,0.58773685
Female,neutral,surprise,0.36666667,0.6666667,0.7604185,0.4187317
Female,contempt,happy,0.6333333,0.6333333,0.5610143,0.57636577
Female,neutral,neutral,0.5,0.56666666,0.38448086,0.48070467
Male,angry,angry,0.76666665,0.53333336,0.67553777,0.28018582
Female,neutral,neutral,0.5,0.53333336,0.48849756,0.59077173
Female,happy,contempt,0.43333334,0.5,0.50632983,0.40784723
Male,neutral,neutral,0.21111117,0.5,0.34622252,0.49867815
Male,contempt,contempt,0.43333334,0.4,0.51516664,0.45138764
Male,happy,happy,0.7424242,0.8787878,0.7857103,0.8167462
Male,happy,contempt,0.6212122,0.6969697,0.6540674,0.44368225
Male,neutral,neutral,0.5555555,0.5,0.5735737,0.5197039
Male,neutral,neutral,0.43333334,0.5,0.39686096,0.46999073
Male,happy,neutral,0.6666667,0.76666665,0.45552948,0.56458664
Male,neutral,neutral,0.5,0.5,0.519585,0.5867919
Male,happy,neutral,0.5,0.73333335,0.452199,0.5548929
Male,neutral,neutral,0.33333334,0.46666667,0.2441386,0.4382665
Male,neutral,neutral,0.5701755,0.59649116,0.74042106,0.6205971
Male,neutral,neutral,0.3,0.56666666,0.31327605,0.5722923
Female,contempt,neutral,0.56666666,0.53333336,0.48151165,0.5670967
Male,happy,neutral,0.6770833,0.7395833,0.6859666,0.60684514
Male,neutral,contempt,0.41666666,0.37962967,0.3440066,0.3641676
Male,neutral,contempt,0.5,0.36666667,0.630572,0.58326554
Female,surprise,happy,0.6458333,0.625,0.83078134,0.73399776
Male,happy,happy,0.73333335,0.73333335,0.8388442,0.8196954
Female,happy,surprise,0.56666666,0.6333333,0.7723126,0.64075345
Female,neutral,happy,0.73333335,0.56666666,0.7786408,0.6944156
Female,happy,happy,0.75925934,0.70370364,0.8271608,0.82545096
Female,sad,happy,0.41666666,0.27777782,0.75296813,0.73134416
Female,happy,happy,0.6,0.53333336,0.7831314,0.78490144
Female,surprise,neutral,0.5,0.47222218,0.6342013,0.538793
Female,happy,happy,0.7,0.6666667,0.708006,0.67684233
Female,happy,surprise,0.6333333,0.5,0.7262019,0.69811535
Female,contempt,angry,0.6333333,0.53333336,0.8038469,0.5588747
Female,happy,happy,0.6333333,0.6333333,0.6470847,0.74708724
Female,contempt,surprise,0.6666667,0.6481482,0.78996146,0.6254183
Male,happy,contempt,0.6481482,0.61111116,0.6197039,0.40122643
Female,happy,happy,0.56666666,0.53333336,0.7950172,0.7202107
Female,happy,happy,0.7,0.6,0.8025795,0.71316284
Male,neutral,contempt,0.56666666,0.5,0.7393132,0.4743179
Male,neutral,neutral,0.1,0.36666667,0.35387886,0.5187089
Male,happy,neutral,0.46666667,0.7,0.21799974,0.44299594
Female,neutral,neutral,0.1944445,0.5833333,0.2639677,0.6055869
Male,neutral,neutral,0.26666668,0.5,0.20823584,0.51347053
Female,happy,surprise,0.7,0.6666667,0.7538102,0.5899381
Male,contempt,angry,0.63888884,0.41666666,0.781417,0.3359928
Male,neutral,neutral,0.22222216,0.5833333,0.18117349,0.5076339
Male,surprise,sad,0.46666667,0.6,0.5006381,0.5689122
Male,contempt,neutral,0.59259266,0.33333334,0.38343513,0.50920427
Female,neutral,neutral,0.26666668,0.43333334,0.44554442,0.52690655
Male,neutral,neutral,0.36666667,0.5,0.32300445,0.4517595
Male,neutral,contempt,0.33333334,0.46666667,0.49825847,0.50030565
Female,neutral,neutral,0.36666667,0.53333336,0.36985567,0.5056653
Male,neutral,happy,0.4,0.53333336,0.68058497,0.730118
Male,angry,contempt,0.73611116,0.27777782,0.7693904,0.38494828
Female,neutral,surprise,0.6666667,0.6333333,0.6870946,0.6873178
Female,neutral,happy,0.4,0.6,0.71403456,0.76387554
Male,neutral,happy,0.6333333,0.5,0.8135229,0.644093
Male,surprise,sad,0.8,0.6333333,0.44454053,0.22096676
Male,happy,contempt,0.75,0.6666667,0.81505644,0.41722363
Male,neutral,neutral,0.6333333,0.53333336,0.6285521,0.6050833
Male,neutral,angry,0.53333336,0.6333333,0.63622856,0.38023204
Female,sad,neutral,0.8,0.56666666,0.5038784,0.48949096
Male,happy,surprise,0.8,0.76666665,0.7126928,0.63258415
Male,neutral,contempt,0.6,0.53333336,0.62474936,0.43913987
Female,surprise,surprise,0.76666665,0.6333333,0.60906,0.5704965
Female,neutral,neutral,0.52777785,0.63888884,0.56177646,0.5738133
Male,angry,surprise,0.9,0.56666666,0.81482613,0.5638273
Male,neutral,neutral,0.4,0.36666667,0.46291664,0.5616564
Male,angry,happy,0.76666665,0.5,0.82257277,0.616221
Male,neutral,happy,0.5,0.56666666,0.69875395,0.66843456
Female,neutral,neutral,0.46666667,0.6,0.5700867,0.5553146
Male,happy,angry,0.73333335,0.56666666,0.7327212,0.2476533
Female,contempt,contempt,0.64102566,0.19230767,0.6390023,0.46867335
Female,neutral,contempt,0.40909085,0.33333334,0.61677015,0.49406296
Male,neutral,contempt,0.36666667,0.4,0.6806268,0.57537085
Male,neutral,neutral,0.35294116,0.5686275,0.3721671,0.57044846
Male,neutral,neutral,0.372549,0.490196,0.42986128,0.5722962
Female,sad,neutral,0.4444445,0.3055555,0.5768846,0.59992623
Male,neutral,contempt,0.33333334,0.43333334,0.49302945,0.41437274
Female,neutral,sad,0.36666667,0.53333336,0.50213903,0.42451575
Male,neutral,happy,0.33333334,0.45833334,0.59387416,0.6164478
Male,neutral,neutral,0.4,0.36666667,0.50083005,0.5395657
Male,neutral,contempt,0.55,0.45,0.68704766,0.46265528
Male,contempt,neutral,0.6333333,0.46666667,0.59403455,0.5083397
Male,neutral,happy,0.5,0.46666667,0.73058933,0.5278793
Male,sad,neutral,0.53333336,0.53333336,0.5319313,0.5452231
Male,happy,happy,0.6458333,0.6666667,0.7613829,0.7627581
Female,happy,happy,0.6333333,0.5,0.8005241,0.79085386
Female,neutral,contempt,0.7,0.6333333,0.7752165,0.45098618
Female,contempt,surprise,0.7,0.6,0.7337085,0.5742848
Female,happy,surprise,0.7,0.6333333,0.8062129,0.53008604
Male,neutral,surprise,0.5,0.56666666,0.5273675,0.5831027
Female,happy,angry,0.6,0.46666667,0.82629156,0.37379134
Female,happy,happy,0.56666666,0.56666666,0.7585734,0.76308054
Female,neutral,neutral,0.74074066,0.6851852,0.6154663,0.55665725
Female,happy,happy,0.56666666,0.56666666,0.7518412,0.77687836
Female,neutral,happy,0.6666667,0.43333334,0.74120873,0.68731266
Male,surprise,contempt,0.76666665,0.53333336,0.6158491,0.3809799
Female,happy,happy,0.6296297,0.6851852,0.6978393,0.7886511
Female,happy,happy,0.70370364,0.77777785,0.792898,0.7483273
Male,surprise,neutral,0.53333336,0.6333333,0.30478266,0.46658394
Female,neutral,surprise,0.6,0.4,0.71670514,0.47232887
Female,neutral,contempt,0.53333336,0.6,0.56385744,0.54694724
Male,neutral,sad,0.16666667,0.53333336,0.21922661,0.37018242
Female,happy,neutral,0.56666666,0.56666666,0.5719912,0.52981454
Male,sad,neutral,0.23333333,0.5,0.23674245,0.67091703
Female,sad,neutral,0.3,0.3,0.47677845,0.54475594
Female,neutral,neutral,0.23333333,0.33333334,0.24475259,0.45645583
Female,sad,neutral,0.5,0.43333334,0.4885457,0.5596227
Female,happy,surprise,0.53333336,0.53333336,0.6704195,0.5090434
Female,neutral,contempt,0.43333334,0.6333333,0.65219,0.6136881
Female,neutral,neutral,0.16666667,0.53333336,0.26599002,0.46774676
Male,neutral,neutral,0.23333333,0.46666667,0.23760709,0.5213881
Female,sad,sad,0.24242416,0.30303034,0.2642858,0.3023443
Male,neutral,happy,0.33333334,0.53333336,0.6154945,0.75041085
Female,angry,neutral,0.6333333,0.36666667,0.53779143,0.43509358
Female,contempt,neutral,0.46666667,0.36666667,0.38772365,0.4399197
Female,neutral,neutral,0.56666666,0.53333336,0.521058,0.4958676
Female,neutral,neutral,0.6333333,0.6666667,0.5410504,0.54088086
Male,neutral,happy,0.73333335,0.6,0.8260367,0.74216807
Male,sad,happy,0.6,0.3,0.8717078,0.61722803
Male,neutral,angry,0.6666667,0.46666667,0.66242045,0.40494043
Male,neutral,angry,0.6333333,0.6333333,0.81715435,0.29596427
Male,angry,angry,0.56666666,0.33333334,0.7494987,0.4731047
Male,neutral,happy,0.53333336,0.5,0.6528021,0.67656535
Male,neutral,neutral,0.5,0.4444445,0.54023427,0.5941538
Female,happy,happy,0.6,0.6333333,0.61549896,0.7492923
Female,neutral,surprise,0.77777785,0.63888884,0.7067117,0.46917412
Female,neutral,neutral,0.56666666,0.5,0.54633665,0.5291242
Male,contempt,happy,0.7,0.46666667,0.81449455,0.73798025
Female,sad,sad,0.5,0.5,0.42771685,0.2927705
Male,neutral,contempt,0.6,0.53333336,0.73231363,0.54464006
Female,neutral,neutral,0.33333334,0.53333336,0.40806544,0.50275373
Male,sad,neutral,0.6333333,0.23333333,0.5567858,0.5701273
Male,neutral,neutral,0.53333336,0.5,0.5053146,0.5764381
Female,angry,contempt,0.6666667,0.1805555,0.5195323,0.34464696
Female,contempt,surprise,0.68333334,0.46666667,0.65371394,0.43214723
Male,happy,contempt,0.6333333,0.7,0.55602455,0.45722404
Male,happy,angry,0.6333333,0.6666667,0.59929705,0.31907547
Male,neutral,happy,0.43333334,0.6333333,0.61718684,0.7316781
Male,neutral,happy,0.5686275,0.5588235,0.7097159,0.72500336
Male,neutral,contempt,0.46666667,0.5,0.61924416,0.5204834
Male,neutral,neutral,0.37962967,0.40740734,0.4671743,0.53719205
Male,neutral,neutral,0.36666667,0.5,0.40835407,0.4536441
Male,neutral,contempt,0.53333336,0.53333336,0.62873673,0.487322
Male,sad,neutral,0.26666668,0.33333334,0.5692366,0.5714833
Female,neutral,neutral,0.6666667,0.6,0.5189403,0.5181902
Male,happy,happy,0.5,0.76666665,0.6099895,0.6952181
Male,neutral,contempt,0.5,0.53333336,0.548305,0.38204527
Male,happy,neutral,0.53508765,0.7192982,0.4568905,0.50014114
Female,happy,neutral,0.6333333,0.6,0.30635145,0.45066985
Female,happy,happy,0.56666666,0.56666666,0.7484913,0.6902302
Male,contempt,neutral,0.53333336,0.2,0.33484805,0.37428886
Female,surprise,happy,0.6,0.6,0.79460406,0.7509956
Female,contempt,happy,0.46666667,0.6333333,0.82471794,0.7598807
Male,angry,angry,0.73333335,0.36666667,0.82865,0.17848802
Female,neutral,neutral,0.6333333,0.6,0.7357619,0.6112843
Female,happy,happy,0.68333334,0.71666664,0.7687351,0.8128096
Male,happy,angry,0.6,0.43333334,0.8293271,0.21121185
Female,surprise,contempt,0.6666667,0.6333333,0.6962391,0.5307412
Female,neutral,surprise,0.6,0.5,0.69318646,0.6505271
Female,neutral,happy,0.8666667,0.6333333,0.82883245,0.8305815
Female,happy,happy,0.6666667,0.6333333,0.77093124,0.7630053
Female,happy,neutral,0.6333333,0.56666666,0.6895081,0.47834855
Female,happy,happy,0.73333335,0.56666666,0.76977235,0.7167943
Male,happy,neutral,0.6333333,0.6,0.639542,0.54097825
Female,happy,happy,0.6060607,0.6363637,0.72591096,0.7431737
Female,neutral,neutral,0.3,0.5,0.4120717,0.58972514
Male,sad,sad,0.33333334,0.27272734,0.2404923,0.39503714
Female,happy,neutral,0.6666667,0.56666666,0.63870513,0.5971728
Female,neutral,neutral,0.3,0.5,0.26020026,0.49463552
Male,neutral,neutral,0.13333334,0.6,0.23834656,0.46472397
Male,neutral,neutral,0.36666667,0.56666666,0.3094103,0.5689388
Female,sad,contempt,0.33333334,0.111111164,0.54748595,0.55372226
Male,happy,neutral,0.6,0.56666666,0.35309792,0.55428374
Male,neutral,happy,0.5,0.5,0.6986017,0.68416375
Female,neutral,neutral,0.33333334,0.4,0.49695298,0.49902558
Unknown,neutral,contempt,0.6666667,0.33333334,0.66111124,0.5067421
Male,neutral,neutral,0.36666667,0.7,0.4095306,0.49423972
Male,sad,neutral,0.111111164,0.20370367,0.3006035,0.4319275
Male,neutral,contempt,0.46666667,0.43333334,0.55081755,0.33726496
Female,neutral,sad,0.16666667,0.6333333,0.24510269,0.2491467
Female,neutral,surprise,0.73333335,0.46666667,0.69531596,0.64118934
Male,angry,angry,0.8666667,0.3,0.8164746,0.24772173
Male,contempt,neutral,0.6333333,0.43333334,0.57180357,0.6024589
Male,neutral,neutral,0.5,0.5,0.51984215,0.60847765
Male,happy,neutral,0.6166667,0.76666665,0.6005435,0.57476425
Male,happy,surprise,0.6,0.6666667,0.75052774,0.639729
Male,surprise,surprise,0.6666667,0.36666667,0.73444164,0.53950304
Male,neutral,happy,0.4,0.6333333,0.7488011,0.69528073
Female,happy,happy,0.36666667,0.53333336,0.63901716,0.6950133
Male,happy,happy,0.6,0.76666665,0.68651086,0.70988
Male,angry,contempt,0.9,0.7,0.83798236,0.47683862
Female,neutral,surprise,0.53333336,0.46666667,0.64594746,0.58162093
Male,neutral,happy,0.7,0.7,0.8344459,0.7301058
Male,neutral,neutral,0.6333333,0.6666667,0.6163588,0.5580477
Female,neutral,contempt,0.7,0.6,0.5744187,0.46997535
Male,contempt,happy,0.75,0.625,0.66658485,0.72474116
Male,neutral,neutral,0.40740734,0.52777785,0.6117605,0.56381255
Female,neutral,neutral,0.6666667,0.33974367,0.5183805,0.48301765
Male,neutral,contempt,0.46078435,0.5882353,0.563083,0.4579752
Male,neutral,neutral,0.53333336,0.5,0.6284598,0.57022613
